,C1.1,C1.2,C1.3,C1.4,C1.5,C1.6,C1.7,C1.8,C1.9,C1.10,C1.11,C1.12,C1.13,C1.14,C1.15,C1.16,C1.17,C1.18,C1.19,C1.20,C1.21,C1.22,C1.23,C1.24,C1.25,C1.26,C1.27,C1.28,C1.29,C1.30,C1.31,C1.32,C1.33,ABC.1,ABC.2,ABC.3,ABC.4,ABC.5,ABC.6,ABC.7,ABC.8,ABC.9,ABC.10,ABC.11,ABC.12,ABC.13,ABC.14,ABC.15,ABC.16,ABC.17,ABC.18,ABC.19,ABC.20,ABC.21,ABC.22,ABC.23,ABC.24,ABC.25,ABC.26,ABC.27,ABC.28,ABC.29,ABC.30,ABC.31,ABC.32,ABC.33,Space1,description,Space2,pvalue (Ttest),Bonferoni Correction (Ttest),Benjamin-Hochberger Correction (Ttest),Space3,Mann-Whitney U Test (Wilcox-Test),Bonferoni Correction (Wilcox-Test),Benjamin-Hochberger Correction (Wilcox-Test),Space5,Average Group 1,Average Group 2,Group_2/Group_1
Maltose metabolism,0.000748198,0.000661376,0.000229727,0.001369863,0.001264128,0.000331428,0.002535596,0.002208079,0,0.00095511,0.000286533,0.001138952,0.001587302,0.002922908,0.000713649,0.000736997,0.000862137,0.000669344,0.001489902,0.002007427,0.000653937,0.000650054,0.000934205,0.000986802,0,0.000931315,0.002024291,0.001976624,0.000143906,0.00139237,0.002222742,0.00199005,0.000316606,0.001591681,0,0.000276951,0.001039115,0.000181477,0.00206529,0.001444284,0,0,0,0.001001669,0.000577617,0.001998547,0,0,0.002784684,0.000183184,9.81E-05,0.00075195,0.003186646,0.002288054,0.001306194,0,0,0.000864958,0.000689834,0.003747323,0.000990958,0.001227998,0.000844167,0.001570439,0.001929385,0.00125664,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.6768646572,1,0.8528494681,,0.4183217033,1,0.7812786055,,0.001119441152,0.001027185245,0.9175875338
Tricarboxylic acid cycle,0.005509454,0.00558495,0.008155295,0.002968037,0.007882213,0.015494241,0.008191925,0.01818418,0.006214397,0.006446991,0.010601719,0.005206638,0.009070295,0.007124589,0.003925067,0.012318383,0.011678031,0.010374833,0.011312217,0.006574325,0.004185195,0.007367281,0.008274389,0.011718268,0.007744192,0.004540163,0.017993702,0.014437951,0.002590301,0.010303537,0.018249883,0.008244492,0.004274181,0.007533956,0.002317625,0.010454892,0.01002004,0.009134354,0.008927382,0.012165315,0.005508444,0.008597588,0.001956522,0.0065665,0.006209386,0.005268895,0.003329634,0.004185852,0.009746395,0.003663675,0.004903403,0.006767553,0.008497724,0.010717726,0.008599107,0.000242483,0.001096091,0.01048762,0.009743899,0.006102784,0.016970147,0.013507982,0.005233834,0.00812933,0.016592707,0.011709602,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2689199504,1,0.6976091236,,0.421642422,1,0.7812786055,,0.008870948939,0.007723892333,0.8706951631
Collagen degradation,0.000476126,7.35E-05,0,0,7.44E-05,8.29E-05,0,0.000129887,0,0,0.000429799,0,0,0,0,0,0,0,0,0.000200743,0,0,0,0,0,0.000116414,0,8.59E-05,0,0,0,0.000426439,0,5.31E-05,0,6.92E-05,7.42E-05,0.000181477,6.66E-05,0,0,0,0,0,0,0,0,0,0,0,0.000294204,0,0,0,0,0,0,0.00010812,0,0,0,0,0,0,0,0.00017136,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2116375868,1,0.6976091236,,0.4278553211,1,0.7850937446,,6.35E-05,3.09E-05,4.86E-01
Viral release from host cell,0.000748198,0,0,0,0,0,0.0046811,0.000779322,0,0.004536772,0.001862464,0.002603319,0,0.001461454,0,0.002842704,0.002508034,0,0.000386271,0.002459099,0.002942715,0.00184182,0.000400374,0.002220303,0,0.001746217,0.000112461,8.59E-05,0.001007339,0,0.002690688,0.001705757,0,0.001273345,0.001545083,0,0.00029689,0,0.002998001,0.000499944,0,0.000446628,0.00326087,0.00066778,0,0.002543605,0.001331853,0.006069485,0.003381402,0,9.81E-05,0.003007801,0,0.005900771,0.000326548,0.003637245,0.000182682,0.002486755,0.000948521,0.001820128,0.001486436,8.19E-05,0.0015195,0,0.002218792,5.71E-05,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4966093919,1,0.7588568326,,0.4361033039,1,0.7925338889,,0.001200677309,0.001457185445,1.213636199
Hibernation,0.00333288,0.001763668,0.000918907,0.001598174,0.003718025,0,0.006241467,0.000129887,0.003452443,0.002387775,0.001002865,0.004067686,0.003514739,0.001461454,0,0.000210571,0.000940513,0.001924364,0.006401059,0.003011141,0.001700235,0.000541712,0.002936074,0.002960405,0.000749438,0.003026775,0.002474134,0.007820557,0.010361203,0.000974659,0.001286851,0.000710732,0.007440241,0.004934211,0.000220726,0.005746729,0.003414236,0.000181477,0.002331779,0.001055438,0.004711169,0.002568111,0.000434783,0.001224263,0.008519856,0.004360465,0.00199778,0,0.004475385,0.006228247,0.003432382,0.002349845,0.004097117,0.00216763,0.002176989,0,0.002922908,0.001081198,0.001207209,0.004068522,0.001981915,0.002292264,0.005233834,0.00221709,0.001543508,0.004626721,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.7974168241,1,0.9134047258,,0.4492161532,1,0.8085890758,,0.002698807091,0.002842539,1.053257571
Lipid metabolism,0.041695007,0.031893004,0.033884677,0.037214612,0.048780488,0.035711327,0.04310513,0.029224575,0.022268255,0.035458453,0.032951289,0.04344289,0.036621315,0.019820972,0.014451383,0.019372499,0.023042558,0.029451138,0.041110253,0.044263776,0.034985613,0.034452871,0.038569331,0.040212162,0.035223582,0.043538999,0.038011696,0.039532485,0.048783998,0.029657477,0.023163313,0.040085288,0.061579864,0.037033107,0.031894934,0.034895797,0.047279745,0.033089347,0.032978015,0.02610821,0.032978184,0.033664582,0.031521739,0.039176405,0.050252708,0.032885174,0.029078801,0.023650063,0.032123322,0.038834951,0.036971658,0.03317981,0.03353566,0.024686898,0.042886688,0.014306499,0.044574351,0.032219699,0.043890661,0.047537473,0.039266691,0.035448219,0.040520007,0.026235566,0.026336099,0.029531045,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.6437463595,1,0.840824828,,0.4673184558,1,0.8332376239,,0.03550182667,0.03450218509,0.9718425312
Purine salvage,0.000272072,7.35E-05,0.000229727,0.000228311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000220726,0,0.000392362,0,0,0,0,0,0,8.59E-05,0,0.000139237,0,0,0,0.000583616,0,0.000207713,0,0,6.66E-05,0,0,5.58E-05,0,0,0,0,0,0,0,0,0.000294204,0,0,0,0,0,0,0,0,0,0,8.19E-05,0,0,0,0,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.6934451428,1,0.8679545165,,0.5010960724,1,0.8545537532,,4.98E-05,3.91E-05,7.86E-01
Cell adhesion,0.029791865,0.020943563,0.045830462,0.033333333,0.049003569,0.020797083,0.033352838,0.014157683,0.036941136,0.028295129,0.02965616,0.045395379,0.011904762,0.039459262,0.026940232,0.035165298,0.026334352,0.02853079,0.027756318,0.026498043,0.041263406,0.0375948,0.057787268,0.022819785,0.048463652,0.04121071,0.013382816,0.022602269,0.075118722,0.031049847,0.02784277,0.045060412,0.030869083,0.032364177,0.038958172,0.017032472,0.044385066,0.05250741,0.019453698,0.028219087,0.025005436,0.014738723,0.054565217,0.040845854,0.034223827,0.039789244,0.061487236,0.024068648,0.016509199,0.037552665,0.030499166,0.020960617,0.03292868,0.014932563,0.019375204,0.024248303,0.029411765,0.014596173,0.031387428,0.043361884,0.024526198,0.013016783,0.055883843,0.040646651,0.019486784,0.043811047,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.5503268982,1,0.7958976863,,0.5238583542,1,0.8545537532,,0.0334894787,0.03153876424,0.9417514237
DNA integration,0,0.00095532,0,0,0.000148721,0,0.003510825,0,0,0.000238777,0.001862464,0,0,0.001461454,0.000178412,0.002526848,0.001881025,0,0.000386271,0.001656128,6.54E-05,0.00184182,0.000133458,0.001603552,0,0.000465658,0,8.59E-05,0,0,0.002573701,0.000710732,0,0.000212224,0,0,0.00029689,0,0.002998001,0,0,0.002623939,0.003695652,0,0,0.002543605,0,0.004395144,0.003480855,0,9.81E-05,0.002819814,0,0.005419075,0.000108849,0.003152279,0,0.001189318,0,0.001713062,0.001610306,0,0,0.000554273,0.001736446,0,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.1302686632,1,0.6976091236,,0.5286689816,1,0.8545537532,,0.0006753484818,0.001171145458,1.734135027
Cobalamin biosynthesis,0.001088287,0.000293945,0.000114863,0.000228311,0.000669244,8.29E-05,0,0.002078192,0,0.000358166,0.001002865,0.000162707,0.002040816,9.13E-05,0,0.00178985,0.001489145,0.001171352,0.001820991,0.000301114,6.54E-05,0.000433369,0.001201121,0.000370051,0.000249813,0.000349243,0.00168691,0.000515641,0,0.002506266,0.001520824,0.000284293,0.000158303,0.000901952,0.001103631,0.000276951,0.000816448,0,0.001332445,0.002221975,0.000362398,0.000669942,0.000217391,0,0.001299639,0,0.000221976,0.001465048,0.000397812,0.000732735,0,0.000469969,0.000758725,0.000120424,0.001088495,0.001939864,0.001096091,0.000756839,0.000603604,0.000107066,0.001362567,0.001719198,0.000168833,0.002124711,0.001447038,0.0002856,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.733408771,1,0.8942855336,,0.5293814722,1,0.8545537532,,0.0007310688939,0.0007899808182,1.080583273
Behavior,0.003060808,0.002351558,0.002182403,0.001598174,0.002379536,0.001739995,0.003705871,0.004546045,0.001380977,0.001790831,0.003151862,0.001138952,0.007482993,0.005937157,0.00499554,0.005895978,0.00971863,0.006107764,0.004524887,0.003763927,0.001765629,0.004875406,0.000800747,0.001726903,0,0.000582072,0.007759784,0.002148505,0.001870773,0.003341688,0.005147403,0.000426439,0.000633212,0.005730051,0.000331089,0.00180018,0.001261783,0.002117234,0.007661559,0.005221642,0.000362398,0.007648504,0.000217391,0.001669449,0.003032491,0.002543605,0,0.002720804,0.005768274,0.002564572,0.003432382,0.003007801,0.001365706,0.005539499,0.001088495,0.000727449,0.001096091,0.003676073,0.001552126,0.00117773,0.003592221,0.004257061,0.0005065,0.003787529,0.005595215,0.007939681,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.6166481692,1,0.828758276,,0.5339464179,1,0.8545537532,,0.003288862091,0.002999775303,0.912101274
Deoxyribonucleotide synthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000222198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022848,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2228440223,1,0.6976091236,,0.5458301464,1,0.8545537532,,1.67E-06,1.37E-05,8.17E+00
Biological rhythms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.59E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000279142,0,0,0.000577617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2365461355,1,0.6976091236,,0.5458301464,1,0.8545537532,,2.60E-06,2.60E-05,9.97E+00
Unfolded protein response,0,0,0,0,0.000148721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000116414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000107066,0,0,0,0,0,0,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4647389396,1,0.7557442779,,0.5458301464,1,0.8545537532,,8.03E-06,3.24E-06,4.04E-01
Chromosome partition,0,0,0.000804043,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000313504,0,5.52E-05,0,0,0,0,0.00012335,0,0,0,0,0,0.000139237,0,0,0,0.000212224,0,0,0.000222668,0,0,0,0,0.000111657,0,0,0,0,0,0,9.95E-05,0,0.000784544,0,0,0.000240848,0.000108849,0,0,0,0,0,0,0,0,0,0,0,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.7770162603,1,0.9066729311,,0.5544525236,1,0.8545537532,,4.35E-05,5.39E-05,1.24E+00
Cilium biogenesis/degradation,0.000884233,7.35E-05,0.006317482,0,0.000743605,8.29E-05,0.000585138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000392362,0.000325027,0,0,0,0,0,0,0.000431717,0,0,0,0.000316606,5.31E-05,0.001213994,0.000207713,0.000222668,0.000483939,0,0,0,0.000167485,0.000217391,0,0.000144404,0,0,0,0.000198906,0.000549551,9.81E-05,0,0,0,0,0,0,0,8.62E-05,0,0,0,0,0,9.65E-05,0.00039984,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.361030272,1,0.7016791524,,0.556583025,1,0.8545537532,,0.0003076519121,0.0001254458636,0.4077525889
Glycogen biosynthesis,0.000884233,0.000587889,0.000459453,0.001369863,0.00156157,0.000414285,0.002535596,0.002337966,0,0.000835721,0.000286533,0.000325415,0.002154195,0.001187431,0.000713649,0.001158139,0.000862137,0.000920348,0.001655446,0.002358727,0.00071933,0.001408451,0.000400374,0.001356852,0.000999251,0.000931315,0.002024291,0.002406325,0.000143906,0.00139237,0.002222742,0.00199005,0.000633212,0.002069185,0,0.000276951,0.001039115,0.000181477,0.002131912,0.00177758,0,0.000167485,0,0.000445186,0.000722022,0.002180233,0,0,0.00298359,0.000183184,0.000588408,0.001033932,0.003338392,0.002890173,0.001850441,0,0.000548045,0.000973078,0.001207209,0.003747323,0.001114827,0.001473598,0.000844167,0.001755196,0.001929385,0.00137088,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.9555703567,1,0.9775456006,,0.5636432291,1,0.8545537532,,0.00118900197,0.001176453758,0.9894464329
PHA biosynthesis,0.002448646,0.003306878,0.004364806,0.001826484,0.002825699,0,0.001365321,0.001039096,0.001208355,0.002148997,0.005873926,0.004555809,0.000453515,0.001461454,0.001248885,0.000947568,0.000940513,0.001338688,0.002372807,0.003462812,0.005623856,0.005200433,0.000133458,0.002960405,0.002498126,0.00104773,0.001237067,0.001804744,0.003885451,0.000278474,0,0.000852878,0.002691151,0.002971138,0.009932679,0.003392647,0.004676019,0.00024197,0.000266489,0.001055438,0.002319345,0.002400625,0.00173913,0.00589872,0.000866426,0.000545058,0.004217536,0.001674341,0.00198906,0.001099102,0.004216927,0.003759752,0.000758725,0.000361272,0.003592032,0.001697381,0.004384362,0.002811115,0.009571441,0.003211991,0.000619348,0.000900532,0.0025325,0.002309469,0.000385877,0.00154224,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3180563741,1,0.6976091236,,0.5638671881,1,0.8545537532,,0.002163758545,0.002664869303,1.231592734
PHB biosynthesis,0.002448646,0.003306878,0.004364806,0.001826484,0.002825699,0,0.001365321,0.001039096,0.001208355,0.002148997,0.005873926,0.004555809,0.000453515,0.001461454,0.001248885,0.000947568,0.000940513,0.001338688,0.002372807,0.003462812,0.005623856,0.005200433,0.000133458,0.002960405,0.002498126,0.00104773,0.001237067,0.001804744,0.003885451,0.000278474,0,0.000852878,0.002691151,0.002971138,0.009932679,0.003392647,0.004676019,0.00024197,0.000266489,0.001055438,0.002319345,0.002400625,0.00173913,0.00589872,0.000866426,0.000545058,0.004217536,0.001674341,0.00198906,0.001099102,0.004216927,0.003759752,0.000758725,0.000361272,0.003592032,0.001697381,0.004384362,0.002811115,0.009571441,0.003211991,0.000619348,0.000900532,0.0025325,0.002309469,0.000385877,0.00154224,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3180563741,1,0.6976091236,,0.5638671881,1,0.8545537532,,0.002163758545,0.002664869303,1.231592734
Photorespiration,0,0,0,0,0,0,0.000195046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001379667,0,0,0,0,0,0,0.00011424,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3583580683,1,0.7016791524,,0.5697025021,1,0.8545537532,,5.91E-06,4.53E-05,7.66E+00
DNA synthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.59E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.19E-05,0,0,0,0,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.425441175,1,0.7411934093,,0.5697025021,1,0.8545537532,,2.60E-06,7.56E-06,2.90E+00
Catecholamine metabolism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000325027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102816,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4558070046,1,0.7557442779,,0.5697025021,1,0.8545537532,,9.85E-06,3.45E-05,3.51E+00
Neurotransmitter degradation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000325027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102816,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4558070046,1,0.7557442779,,0.5697025021,1,0.8545537532,,9.85E-06,3.45E-05,3.51E+00
Viral RNA replication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.59E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.24E-05,0,5.71E-05,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.645077249,1,0.840824828,,0.5697025021,1,0.8545537532,,2.60E-06,4.53E-06,1.74E+00
Fertilization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000108342,0,0,0,0.000232829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000214133,0,0,0,0,0,0,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.7032864976,1,0.8744812372,,0.5697025021,1,0.8545537532,,1.03E-05,6.49E-06,6.28E-01
Pregnancy,0,0,0,0,0.000148721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00919674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00620985,0,0,0,0,0,0,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.7784933761,1,0.9066729311,,0.5697025021,1,0.8545537532,,0.0002831957879,0.0001881772727,0.6644776539
Sulfate respiration,0.000544144,0,0,0,0,0,0,0,0,0,0,0,0.000680272,0,0,0.000631712,0.001959401,0.000334672,0,0,0,0,0,0,0,0,0,0.000257821,0,0,0,0,0,0.000689728,0,0,0,0,0.000133245,0,0,0,0,0,0.000144404,0,0,0,0.001491795,0,0.000392272,0.000939938,0,0.001204239,0,0,0,0,0,0,0,8.19E-05,0,0,0,0,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.8271410568,1,0.9202820743,,0.5842529181,1,0.8694787522,,0.0001335764242,0.0001538632606,1.151874378
Methanol utilization,0.001564413,0.00095532,0,0.000913242,0.000743605,0.000248571,0.000585138,0.003766723,0,0,0.001002865,0,0.00430839,0.002648886,0.000178412,0.00178985,0.002899914,0.002008032,0.001213994,0.000200743,0,0.000216685,0,0.000493401,0,0.000349243,0.003261359,0.002664146,0,0.003341688,0.005147403,0.004975124,0.000158303,0.003183362,0,0.000484664,0.000668003,0,0.003997335,0.002944117,0,0.000279142,0,0.000222593,0.004620939,0.004723837,0,0,0.004574838,0.001831837,9.81E-05,0.000563963,0.001820941,0.002528902,0.000217699,0,0,0.000540599,0.000689834,0.002141328,0.004583178,0.001637331,0.002363667,0.003233256,0.004726992,0.00262752,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4754275179,1,0.7557442779,,0.6235497132,1,0.8983511187,,0.001382892424,0.001675877124,1.211863696
Coenzyme A biosynthesis,0.001020269,7.35E-05,0,0,0.001041047,0.000497141,0,0,0,0.000119389,0,0,0.000340136,0.000548045,0.000535236,0.000315856,0,0,0.000386271,0.000602228,0,0.00184182,0.002001868,0,0.000999251,0.002328289,0,0.001203163,0.00489279,0,0,0,0,0.001114177,0.000882905,0,0.000222668,0.001088863,0,0,0,0,0,0.000111297,0.000866426,0.00181686,0,0.00083717,0,0.000183184,0.000588408,0.000281981,0.000151745,0.000240848,0,0,0,0,0,0.002997859,0,0.000163733,0.002870167,0,0,0,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.5558650508,1,0.7958976863,,0.6313525736,1,0.8983511187,,0.0005680692485,0.0004369179091,0.7691279017
Biomineralization,0.000136036,0,0,0,0,0,0,0,0,0,0,0,0,9.13E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000196136,0,0,0,0,0,0,0,0.001379667,0,0,0,0,0,0,0,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3227337347,1,0.6976091236,,0.6346723111,1,0.8983511187,,6.89E-06,4.94E-05,7.16E+00
Heme biosynthesis,0,0.000146972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000217391,0,0,0,0,0,0,0,0,0,0,0,0.000108849,0,0,0,8.62E-05,0,0,0,0,0,0,0,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.468528532,1,0.7557442779,,0.6346723111,1,0.8983511187,,5.97E-06,1.25E-05,2.09E+00
Ubl conjugation pathway,0.003604952,0.015652557,0.009418792,0.004794521,0.000594884,0.014002817,0.001755413,0.007273672,0.010184706,0.011461318,0.001146132,0.005857468,0.004195011,0.004018999,0.009277431,0.001158139,0.004467435,0.008283133,0.005076702,0.001405199,0.006473973,0.000650054,0.001601495,0.00641421,0.006245316,0.002561118,0.003373819,0.010484703,0.003453734,0.00278474,0.004094525,0.004264392,0.009181574,0.003448642,0.006180333,0.014886104,0.004304906,0.006835642,0.00206529,0.008054661,0.004856128,0.0103841,0,0.006455203,0.003610108,0.006177326,0.000665927,0.001674341,0.007160617,0.009525554,0.009316466,0.008553435,0.005614568,0.00650289,0.010449548,0,0.002557545,0.009082063,0.008019315,0.004389722,0.00383996,0.011788784,0.002870167,0.003510393,0.004823461,0.004169761,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.8277669451,1,0.9202820743,,0.6351361367,1,0.8983511187,,0.005612513152,0.005811301818,1.035418833
Iron storage,0.003060808,0.003233392,0.001952676,0.001369863,0.00148721,0.006214268,0.001755413,0.000259774,0.003625065,0.004536772,0.001719198,0.001464367,0.001473923,0.001644136,0.0058876,0.000947568,0.002351281,0.001506024,0.001820991,0.000602228,0.002419566,0.002383532,0.002135326,0.00012335,0.008243817,0.000349243,0.000337382,0.002664146,0.000431717,0.000556948,0,0.001705757,0.001899636,0.000955008,0.002979804,0.002146368,0.00178134,0.003448067,0.001132578,0.000222198,0.001739509,0.003684681,0.004130435,0.002671119,0.000577617,0.000726744,0.006437292,0.00083717,0.001392342,0.002564572,0.001569089,0.002161857,0.001820941,0.000722543,0.002285839,0.005334627,0.002009499,0.000648719,0.004915064,0.000214133,0.000619348,0.003356529,0.002701334,0.00073903,0.000385877,0.003198721,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.9969665462,1,0.9996977679,,0.6372945967,1,0.8983511187,,0.002126150818,0.002124545273,0.9992448582
Exopolysaccharide synthesis,0.002108557,0.000293945,0.000229727,0.002511416,0.001338489,0.000331428,0.003705871,0.005715028,0,0.000835721,0.000859599,0.000162707,0.003628118,0.001918159,0.000713649,0.001368709,0.002821538,0.002677376,0.002207262,0.002760213,0.000392362,0.001083424,0.000533832,0.001233502,0,0.000931315,0.002699055,0.002148505,0.000287811,0.003202451,0.003626579,0.002132196,0.000316606,0.003289474,0,0.000346188,0.001410228,0.000181477,0.004996669,0.004277303,0,5.58E-05,0.000434783,0.000445186,0.001588448,0.002543605,0,0,0.004873197,0.000183184,0.000196136,0.001127926,0.003641882,0.003371869,0.001306194,0,0,0.001189318,0.000689834,0.004282655,0.001114827,0.001227998,0.000844167,0.003418014,0.003858769,0.003255841,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.96009389,1,0.9775456006,,0.6440195981,1,0.8983511187,,0.00165985303,0.001640939409,0.9886052434
Myogenesis,0.000884233,7.35E-05,0.006317482,0,0.000743605,0,0.000585138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000392362,0,0,0,0,0,0,0,0.000431717,0.000139237,0,0,0.000316606,5.31E-05,0.001213994,0.000207713,0.000222668,0.000483939,0,0,0,0.000111657,0.000217391,0,0.000144404,0,0,0,0.000198906,0.000549551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.65E-05,0.00039984,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3638336346,1,0.7016791524,,0.652728849,1,0.8983511187,,0.000299511097,0.0001181693394,0.3945407719
