,C1.1,C1.2,C1.3,C1.4,C1.5,C1.6,C1.7,C1.8,C1.9,C1.10,C1.11,C1.12,C1.13,C1.14,C1.15,C1.16,C1.17,C1.18,C1.19,C1.20,C1.21,C1.22,C1.23,C1.24,C1.25,C1.26,C1.27,C1.28,C1.29,C1.30,C1.31,C1.32,C1.33,ABC.1,ABC.2,ABC.3,ABC.4,ABC.5,ABC.6,ABC.7,ABC.8,ABC.9,ABC.10,ABC.11,ABC.12,ABC.13,ABC.14,ABC.15,ABC.16,ABC.17,ABC.18,ABC.19,ABC.20,ABC.21,ABC.22,ABC.23,ABC.24,ABC.25,ABC.26,ABC.27,ABC.28,ABC.29,ABC.30,ABC.31,ABC.32,ABC.33,Abundance,Space1,description,Space2,pvalue (Ttest),Bonferoni Correction (Ttest),Benjamin-Hochberger Correction (Ttest),Space3,Mann-Whitney U Test (Wilcox-Test),Bonferoni Correction (Wilcox-Test),Benjamin-Hochberger Correction (Wilcox-Test),Space5,Average Group 1,Average Group 2,Group_2/Group_1
Meta-Protein 882,0,0.001109766,0,0,0,0,0,0,0,0.000146972,0,0.000212993,0,0,0,0,0,0,8.27E-05,0,0.000418515,0,0,0.000156617,0,0,0,0,0,0,0,0,0,0,0.000277047,0,0,0,0,0,0,8.05E-05,0,0.000152068,0,0,0.000518941,0,0,0,0,0.000117178,0,0,0.001207912,0,0,0.000152975,0,0.000281215,0,0,0,0,0,0,0.004915429,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.7124316497,1,0.8214909625,,0.5598502162,1,0.7489789026,,6.45E-05,8.45E-05,1.31E+00
Meta-Protein 570,9.74E-05,0,0,0,0,0,0.00027533,0.000342759,0,0.000146972,0,0,0,0,0,0.000304925,0,0,0,7.12E-05,0,0,0,0.000156617,0,0,0,0,0,0,0.000309119,0,0,0,0,0,0,0,0,0,0,0,0,0.000152068,0,0.00025208,0,0,0,0.00052687,0,0,0,0,0,0,0,0.000305951,0,0,0,0,0,0,0.000128849,8.15E-05,0.003151648,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.7743229497,1,0.8650993799,,0.5598502162,1,0.7489789026,,5.16E-05,4.39E-05,8.49E-01
Meta-Protein 216,0.000486997,0,0,0,0.001068719,0,0.001927313,0.002913453,0,0,0.000791766,0,0.001237815,0.001715945,0,0.000304925,0.002542989,0.002319053,0.001406586,0.002775801,0,0.000268276,0.002069734,0.000783085,0,0.000177085,0.002515909,0.000825666,0,0.002552022,0.002009274,0.001145913,0,0.000549111,0,0,0.000189448,0,0.001411931,0.002646738,0,0,0,0,0.001399161,0.001512478,0,0,0.001369488,0.00052687,0.000145349,0.00210921,0.003220612,0.001009931,0,0,0.000662983,0.00198868,0,0.00056243,0.001626898,0.000923681,0,0.000468274,0.001417343,0.002364452,0.057943394,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.470392545,1,0.6322765802,,0.5617512974,1,0.7489789026,,0.0009647977576,0.0007910626667,0.8199258969
Meta-Protein 1731,0,0,0,0,0,0,0,0,0,0,0.002375297,0,0,0,0,0.000152462,0,0,0,0.000498221,0,0.000670691,0.000636841,0,0,0,0.000147995,0,0,0,0.000772798,0,0,0,0,0,0,0,0.001764914,0,0,0,0.002762431,0,0,0,0,0.001780717,0.000410846,0,0,0,0,0.000168322,0,0.001259446,0,0,0,0,0.000180766,0,0,0.000234137,0.000128849,0,0.013944733,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.453147111,1,0.6157851935,,0.5619539753,1,0.7489789026,,0.0001592213636,0.000263346303,1.653963369
Meta-Protein 96,0.000194799,0,0,0,0,0,0.00027533,0,0,0,0.000197941,0,0.000154727,0.000395987,0,0,0.000726568,0.000366166,0.000165481,0,0,0.000268276,0.00015921,0.000469851,0,0,0.000147995,0.000235905,0,0.000392619,0.000772798,0.000572956,0,0.000205917,0,0,0.000284172,0,0.000352983,0.000544917,0,0,0,0,0.00039976,0.000756239,0,0,0.000684744,0.000790306,0.000145349,0,0,0.000336644,0,0,0,0.000611901,0,0.000140607,0.000180766,0.00011546,0,0.000468274,0.000515398,0.000815328,0.012845374,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3677793442,1,0.5287900161,,0.5647579765,1,0.7489789026,,0.0001665639091,0.0002226898485,1.33696339
Meta-Protein 222,0.000389598,0.000706215,0.001162115,0,0.000427487,0.0001287,0.000550661,0,0.000699953,0.000587889,0,0.001064963,0.000618908,0.000527983,0,0.000914774,0.000847663,0.000122055,0.000496442,0.000427046,0.001088139,0.000536553,0,0.000626468,0,0,0,0.001297476,0.001029442,0.000196309,0,0.001527884,0.001554865,0.0012355,0.001800803,0.000913706,0.001136687,0,0,0.00015569,0.000578704,0.000402447,0,0.000456204,0.001599041,0.00025208,0,0,0.000821693,0.001580611,0.000872093,0.000468713,0.000690131,0.000336644,0.001056923,0.001007557,0.001325967,0.000152975,0.000864118,0.000281215,0,0.000692761,0.001131734,0.000234137,0,0.000326131,0.037903852,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4902265232,1,0.6481864086,,0.5654382293,1,0.7489789026,,0.0005311996364,0.0006174019697,1.1622786
Meta-Protein 513,0.000292198,0.000100888,0,0,0.000213744,0,0,0,0,0.000146972,0,0,0.000154727,0.000131996,0,0,0.000121095,0,0.000910144,0.000569395,0.001088139,0,0,0.000313234,0,0,0,0,0,0.001177856,0,0.000190985,0,0.000274556,0,0,0,0,0.000352983,0.00015569,0,0,0,0,0,0,0,0,0.000136949,0,0,0.000117178,0.000230044,0,0.002566813,0,0,0.000764877,0.000216029,0.002249719,0,0.00011546,0.000226347,0.000936549,0.000128849,0.000326131,0.014209547,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3854178231,1,0.5468533778,,0.5685091224,1,0.7489789026,,0.000163981,0.0002666113333,1.625867224
Meta-Protein 5271,0.000194799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001784611,0,0,0.000189448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002168858,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3299831738,1,0.4851329589,,0.5697025021,1,0.7489789026,,5.90E-06,5.98E-05,1.01E+01
Meta-Protein 3048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000235073,0,0,0,0,0,0,0,0,0,0.001713796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000259471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00220834,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3390998122,1,0.4968327792,,0.5697025021,1,0.7489789026,,5.91E-05,7.86E-06,1.33E-01
Meta-Protein 350,9.74E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001494662,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000137278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001729339,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3396160969,1,0.4974192731,,0.5697025021,1,0.7489789026,,4.82E-05,4.16E-06,8.62E-02
Meta-Protein 693,0,0,0,0,0,0.0002574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001867505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000220994,0,0,0,0,0,0,0,0,0,0.0023459,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3399492415,1,0.4977372217,,0.5697025021,1,0.7489789026,,7.80E-06,6.33E-05,8.11E+00
Meta-Protein 8811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000117952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000552486,0,0,0,0,0,0,0,0,0.000117178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000787617,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3426317616,1,0.5007672771,,0.5697025021,1,0.7489789026,,3.57E-06,2.03E-05,5.68E+00
Meta-Protein 3585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000887968,0,0,0,0.00015456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000180766,0,0,0,0,0,0.001223294,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.352603697,1,0.511636256,,0.5697025021,1,0.7489789026,,3.16E-05,5.48E-06,1.73E-01
Meta-Protein 7142,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000131996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000460087,0,0,0,0,0,0,0,0,0,0,0,0.000128849,0,0.000720933,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3589911724,1,0.5190605673,,0.5697025021,1,0.7489789026,,4.00E-06,1.78E-05,4.46E+00
Meta-Protein 1892,0,0,0,0,0,0,0.000550661,0,0,0,0,0,0,0,0,0,0,0.000122055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000140607,0,0,0,0,0,0,0.000813324,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3631064755,1,0.5238565543,,0.5697025021,1,0.7489789026,,2.04E-05,4.26E-06,2.09E-01
Meta-Protein 772,0,0,0,0,0,0.0002574,0,0,0.003266449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000496032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004019881,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3662899779,1,0.5271256948,,0.5697025021,1,0.7489789026,,0.000106783303,1.50E-05,1.41E-01
Meta-Protein 5615,0,0,0.000290529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.12E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.05E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000442193,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3666761116,1,0.5275659416,,0.5697025021,1,0.7489789026,,1.10E-05,2.44E-06,2.23E-01
Meta-Protein 911,0,0.000100888,0,0,0,0,0,0,0,0,0,0,0.000309454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000511864,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3667189162,1,0.5275659416,,0.5697025021,1,0.7489789026,,1.24E-05,3.08E-06,2.47E-01
Meta-Protein 826,0,0,0,0,0,0.0003861,0,0,0,0,0,0,0,0,0,0,0,0,8.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000570364,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3707115614,1,0.5318824125,,0.5697025021,1,0.7489789026,,1.42E-05,3.08E-06,2.17E-01
Meta-Protein 2377,0,0,0,0,0,0,0,0,0,0.000293945,0,0.00085197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000301978,0,0,0,0,0,0,0,0,0,0,0,0.001447893,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3758858676,1,0.5374184175,,0.5697025021,1,0.7489789026,,3.47E-05,9.15E-06,2.64E-01
Meta-Protein 1272,0,0,0.000290529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000305951,0,0,0,0,0,0,0,0,0.00143351,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3819164723,1,0.5433235334,,0.5697025021,1,0.7489789026,,3.42E-05,9.27E-06,2.71E-01
Meta-Protein 2703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000248221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001297353,0,0,0,0,0.000117178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001662753,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3839594951,1,0.5451449412,,0.5697025021,1,0.7489789026,,7.52E-06,4.29E-05,5.70E+00
Meta-Protein 7615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002071925,0,0,0,0.000618238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000723066,0,0,0,0,0,0.003413229,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3898551564,1,0.5515071213,,0.5697025021,1,0.7489789026,,8.15E-05,2.19E-05,2.69E-01
Meta-Protein 1144,0,0.000100888,0,0,0,0,0,0,0,0,0,0,0,0,0.000470146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000138523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000709557,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3901361744,1,0.5518136491,,0.5697025021,1,0.7489789026,,1.73E-05,4.20E-06,2.43E-01
Meta-Protein 6654,0,0,0,0,0,0,0,0,0,0,0.000197941,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000856898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000273898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001328737,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3988857717,1,0.5621497311,,0.5697025021,1,0.7489789026,,3.20E-05,8.30E-06,2.60E-01
Meta-Protein 4647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000117952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000259471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011546,0,0,0,0,0.000492883,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4033195077,1,0.5663509197,,0.5697025021,1,0.7489789026,,3.57E-06,1.14E-05,3.18E+00
Meta-Protein 1914,0,0,0,0,0,0,0.00027533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000972132,0,0,0,0,0,0,0.000163066,0.001410528,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4039960299,1,0.5671152125,,0.5697025021,1,0.7489789026,,8.34E-06,3.44E-05,4.12E+00
Meta-Protein 2773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00035417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000281215,0,0,0,0.000936549,0,0,0.001571934,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4076540996,1,0.5711657373,,0.5697025021,1,0.7489789026,,1.07E-05,3.69E-05,3.44E+00
Meta-Protein 7251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147995,0,0,0,0.000463679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000180766,0,0,0,0,0,0.00079244,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.407680616,1,0.5711657373,,0.5697025021,1,0.7489789026,,1.85E-05,5.48E-06,2.96E-01
Meta-Protein 1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000496442,0,8.37E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000145349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000725494,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4097508811,1,0.5732235047,,0.5697025021,1,0.7489789026,,1.76E-05,4.40E-06,2.51E-01
Meta-Protein 3446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000609849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003052658,0,0,0,0,0,0,0,0,0,0,0,0.000140607,0,0,0,0,0,0,0.003803115,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4121322017,1,0.5760850544,,0.5697025021,1,0.7489789026,,1.85E-05,9.68E-05,5.24E+00
Meta-Protein 1162,0,0.000100888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000230044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000419177,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4145481081,1,0.5785192195,,0.5697025021,1,0.7489789026,,3.06E-06,9.65E-06,3.15E+00
Meta-Protein 7007,0,0,0,0,0,0,0,0,0,0,0,0,0.000464181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001640497,0,0,0,0,0,0,0,0,0,0,0,0.000234137,0,0,0.002338815,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4158088645,1,0.5799012407,,0.5697025021,1,0.7489789026,,1.41E-05,5.68E-05,4.04E+00
Meta-Protein 1761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000579183,0.000213523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001044785,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4179398943,1,0.582399752,,0.5697025021,1,0.7489789026,,2.40E-05,7.64E-06,3.18E-01
Meta-Protein 2975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000313234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000311381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000611901,0,0,0,0,0,0,0,0,0.001236517,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4182419688,1,0.582662379,,0.5697025021,1,0.7489789026,,9.49E-06,2.80E-05,2.95E+00
Meta-Protein 4232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000536553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001816295,0,0.000273898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002626745,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4200155474,1,0.5842480295,,0.5697025021,1,0.7489789026,,1.63E-05,6.33E-05,3.90E+00
Meta-Protein 6659,0,0,0,0,0.001068719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003910743,0,0,0,0.000441989,0,0,0,0,0,0,0,0,0,0.005421451,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4243527923,1,0.5880875584,,0.5697025021,1,0.7489789026,,3.24E-05,0.0001319009697,4.07E+00
Meta-Protein 3395,0,0,0,0,0.000213744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.37E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.83E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000395737,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4252967003,1,0.5889094914,,0.5697025021,1,0.7489789026,,9.01E-06,2.98E-06,3.30E-01
Meta-Protein 2543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000121095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000321958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.15E-05,0.000524585,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4260176678,1,0.5896326508,,0.5697025021,1,0.7489789026,,3.67E-06,1.22E-05,3.33E+00
Meta-Protein 1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000134138,0,0.000313234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000152975,0,0,0,0,0,0,0,0,0.000600348,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4304072764,1,0.5936962383,,0.5697025021,1,0.7489789026,,1.36E-05,4.64E-06,3.42E-01
Meta-Protein 4687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000117952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000216029,0,0,0.00011546,0,0,0,0,0.000449442,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.431316557,1,0.594403294,,0.5697025021,1,0.7489789026,,3.57E-06,1.00E-05,2.81E+00
Meta-Protein 1557,0,0,0,0,0.000427487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000783277,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4325019604,1,0.5957233522,,0.5697025021,1,0.7489789026,,1.78E-05,5.96E-06,3.35E-01
Meta-Protein 8298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.37E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000150989,0,0,0,0,0,0,0,0,0,0,8.15E-05,0.000316225,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4347717741,1,0.5975064102,,0.5697025021,1,0.7489789026,,2.54E-06,7.05E-06,2.78E+00
Meta-Protein 7995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.83E-05,0,0,0.00041336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00067086,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4389542397,1,0.602000402,,0.5697025021,1,0.7489789026,,4.82E-06,1.55E-05,3.21E+00
Meta-Protein 9264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000381971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000273898,0,0,0,0,0,0,0,0.000883978,0,0,0,0,0,0,0,0,0,0.001539846,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4391523063,1,0.6021757524,,0.5697025021,1,0.7489789026,,1.16E-05,3.51E-05,3.03E+00
Meta-Protein 5824,0,0,0,0.000688705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000251109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000321958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001261772,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4405510978,1,0.6034145554,,0.5697025021,1,0.7489789026,,2.85E-05,9.76E-06,3.43E-01
Meta-Protein 2329,0,0,0,0,0,0,0,0,0.000233318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00041336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000216029,0,0,0,0,0,0,0,0.000862707,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4466570426,1,0.6092521397,,0.5697025021,1,0.7489789026,,7.07E-06,1.91E-05,2.70E+00
